closed_issues,commits,created_at,description,forks,history,inner_source,is_nvidia,latest_release.published_at,latest_release.tag_name,license,name,open_days,open_issues,open_prs,openrank,openrank_data,pushed_at,quadrant,rank,ring,stars,status,topics,url
0,0,2024-02-20T03:01:34Z,"<a href=""https://github.com/hpcaitech/Open-Sora"">hpcaitech/Open-Sora</a>: Open-Sora: Democratizing Efficient Video Production for All",2586,[],FALSE,FALSE,,,Apache License 2.0,hpcaitech/Open-Sora,483,0,0,14.53,"{""2024"": 312.86, ""2025"": 40.77, ""2024-03"": 43.37, ""2024-04"": 42.45, ""2024-05"": 39.09, ""2024-06"": 52.35, ""2024-07"": 53.51, ""2024-08"": 34.8, ""2024-09"": 19.5, ""2024-10"": 12.84, ""2024-11"": 8.39, ""2024-12"": 6.55, ""2025-01"": 4.45, ""2025-02"": 6.39, ""2025-03"": 15.4, ""2025-04"": 9.3, ""2025-05"": 5.23, ""2024Q1"": 43.37, ""2024Q2"": 133.89, ""2024Q3"": 107.81, ""2024Q4"": 27.79, ""2025Q1"": 26.24, ""2025Q2"": 14.53}",2025-04-30T06:43:17Z,Application,11,Hold,26681,New,No Topics,https://github.com/hpcaitech/Open-Sora
0,0,2025-02-24T07:23:43Z,"<a href=""https://github.com/inclusionAI/AReaL"">inclusionAI/AReaL</a>: Distributed RL System for LLM Reasoning",86,[],FALSE,FALSE,,,Apache License 2.0,inclusionAI/AReaL,113,0,0,14.43,"{""2025"": 20.95, ""2025-02"": 1.99, ""2025-03"": 4.53, ""2025-04"": 7.43, ""2025-05"": 7, ""2025Q1"": 6.52, ""2025Q2"": 14.43}",2025-06-16T11:52:23Z,Application,12,Hold,1756,New,"llm, llm-reasoning, machine-learning-systems, mlsys, reinforcement-learning, rl",https://github.com/inclusionAI/AReaL
0,0,2019-05-09T16:25:54Z,"<a href=""https://github.com/NVIDIA/CUDALibrarySamples"">NVIDIA/CUDALibrarySamples</a>: CUDA Library Samples",395,[],FALSE,TRUE,,,Other,NVIDIA/CUDALibrarySamples,2230,0,0,5.97,"{""2020"": 6.44, ""2021"": 19.51, ""2022"": 24.23, ""2023"": 38.96, ""2024"": 39.15, ""2025"": 18.8, ""2020-05"": 0.27, ""2020-08"": 0.33, ""2020-09"": 1.16, ""2020-10"": 1.68, ""2020-11"": 1.54, ""2020-12"": 1.46, ""2021-01"": 2.86, ""2021-02"": 2.7, ""2021-03"": 1.81, ""2021-04"": 2.35, ""2021-05"": 2.21, ""2021-06"": 2.37, ""2021-07"": 1.46, ""2021-08"": 0.65, ""2021-09"": 0.95, ""2021-11"": 0.52, ""2021-12"": 1.65, ""2022-01"": 1.84, ""2022-02"": 1.75, ""2022-03"": 2.54, ""2022-04"": 2.48, ""2022-05"": 2.08, ""2022-06"": 1, ""2022-07"": 1.24, ""2022-08"": 2.88, ""2022-09"": 1.91, ""2022-10"": 2.26, ""2022-11"": 2.21, ""2022-12"": 2.05, ""2023-01"": 2.85, ""2023-02"": 3.12, ""2023-03"": 3.59, ""2023-04"": 4.41, ""2023-05"": 3.06, ""2023-06"": 4.09, ""2023-07"": 2.9, ""2023-08"": 4.18, ""2023-09"": 2.56, ""2023-10"": 1.99, ""2023-11"": 2.32, ""2023-12"": 3.91, ""2024-01"": 6.47, ""2024-02"": 3.77, ""2024-03"": 2.58, ""2024-04"": 1.88, ""2024-05"": 1.81, ""2024-06"": 2.93, ""2024-07"": 3.72, ""2024-08"": 4.43, ""2024-09"": 3.05, ""2024-10"": 3.67, ""2024-11"": 2.88, ""2024-12"": 1.96, ""2025-01"": 3.73, ""2025-02"": 5.51, ""2025-03"": 3.59, ""2025-04"": 2.78, ""2025-05"": 3.19, ""2020Q2"": 0.27, ""2020Q3"": 1.49, ""2020Q4"": 4.68, ""2021Q1"": 7.36, ""2021Q2"": 6.93, ""2021Q3"": 3.06, ""2021Q4"": 2.16, ""2022Q1"": 6.13, ""2022Q2"": 5.56, ""2022Q3"": 6.02, ""2022Q4"": 6.53, ""2023Q1"": 9.55, ""2023Q2"": 11.56, ""2023Q3"": 9.63, ""2023Q4"": 8.23, ""2024Q1"": 12.82, ""2024Q2"": 6.62, ""2024Q3"": 11.21, ""2024Q4"": 8.51, ""2025Q1"": 12.83, ""2025Q2"": 5.97}",2025-06-16T22:58:47Z,Application,13,Hold,1980,New,"cuda, cudss, cufft, curand, cusolver, cusparse, cutenros, gpu, linear-algebra, mathdx, nppcublas, nvcomp, nvjpeg, nvjpeg2000, nvtiff",https://github.com/NVIDIA/CUDALibrarySamples
0,0,2022-09-16T20:02:54Z,"<a href=""https://github.com/openai/whisper"">openai/whisper</a>: Robust Speech Recognition via Large-Scale Weak Supervision",10129,[],FALSE,FALSE,,,MIT License,openai/whisper,1004,0,0,3.09,"{""2022"": 33.36, ""2023"": 76.09, ""2024"": 34.19, ""2025"": 11.02, ""2022-09"": 11.2, ""2022-10"": 11.61, ""2022-11"": 5.49, ""2022-12"": 5.06, ""2023-01"": 7.94, ""2023-02"": 8.12, ""2023-03"": 10.9, ""2023-04"": 11.32, ""2023-05"": 7.9, ""2023-06"": 5.32, ""2023-07"": 3.84, ""2023-08"": 3.75, ""2023-09"": 3.92, ""2023-10"": 3.1, ""2023-11"": 6.25, ""2023-12"": 3.74, ""2024-01"": 2.76, ""2024-02"": 3.43, ""2024-03"": 2.64, ""2024-04"": 1.24, ""2024-05"": 1.67, ""2024-06"": 1.79, ""2024-07"": 2.49, ""2024-08"": 2.1, ""2024-09"": 3.17, ""2024-10"": 5.61, ""2024-11"": 4.51, ""2024-12"": 2.78, ""2025-01"": 3.72, ""2025-02"": 2.23, ""2025-03"": 1.99, ""2025-04"": 1.21, ""2025-05"": 1.88, ""2022Q3"": 11.2, ""2022Q4"": 22.16, ""2023Q1"": 26.96, ""2023Q2"": 24.54, ""2023Q3"": 11.51, ""2023Q4"": 13.09, ""2024Q1"": 8.83, ""2024Q2"": 4.7, ""2024Q3"": 7.76, ""2024Q4"": 12.89, ""2025Q1"": 7.94, ""2025Q2"": 3.08}",2025-05-13T18:22:39Z,Application,14,Hold,83387,New,No Topics,https://github.com/openai/whisper
0,0,2018-05-02T17:04:05Z,"<a href=""https://github.com/NVIDIA/DeepLearningExamples"">NVIDIA/DeepLearningExamples</a>: State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and performance on enterprise-grade infrastructure.",3348,[],FALSE,TRUE,,,No License,NVIDIA/DeepLearningExamples,2602,0,0,1.79,"{""2018"": 4.37, ""2019"": 175.16, ""2020"": 276.05, ""2021"": 174.2, ""2022"": 84.62, ""2023"": 44.69, ""2024"": 16.79, ""2025"": 5.53, ""2018-06"": 0.23, ""2018-07"": 0.76, ""2018-08"": 0.86, ""2018-09"": 0.68, ""2018-10"": 0.86, ""2018-12"": 0.98, ""2019-02"": 0.32, ""2019-03"": 5.24, ""2019-04"": 5.99, ""2019-05"": 10.03, ""2019-06"": 12.29, ""2019-07"": 18.49, ""2019-08"": 20.94, ""2019-09"": 26.89, ""2019-10"": 23.71, ""2019-11"": 24.28, ""2019-12"": 26.97, ""2020-01"": 21.69, ""2020-02"": 17.86, ""2020-03"": 21.78, ""2020-04"": 23.11, ""2020-05"": 25.65, ""2020-06"": 25.91, ""2020-07"": 28.5, ""2020-08"": 26.06, ""2020-09"": 24.23, ""2020-10"": 18.82, ""2020-11"": 22.79, ""2020-12"": 19.63, ""2021-01"": 16.17, ""2021-02"": 21.7, ""2021-03"": 25.44, ""2021-04"": 22.16, ""2021-05"": 13.41, ""2021-06"": 16.03, ""2021-07"": 15.85, ""2021-08"": 13.61, ""2021-09"": 8.88, ""2021-10"": 9, ""2021-11"": 7.68, ""2021-12"": 5.7, ""2022-01"": 7.25, ""2022-02"": 5.21, ""2022-03"": 8.92, ""2022-04"": 8.07, ""2022-05"": 9, ""2022-06"": 10.29, ""2022-07"": 8.77, ""2022-08"": 6.56, ""2022-09"": 6.38, ""2022-10"": 4.59, ""2022-11"": 3.96, ""2022-12"": 5.61, ""2023-01"": 3.54, ""2023-02"": 4.22, ""2023-03"": 6.22, ""2023-04"": 5.29, ""2023-05"": 3.82, ""2023-06"": 4.85, ""2023-07"": 5.78, ""2023-08"": 3.15, ""2023-09"": 3.4, ""2023-10"": 2.11, ""2023-11"": 1.51, ""2023-12"": 0.8, ""2024-01"": 0.99, ""2024-02"": 1.27, ""2024-03"": 1.91, ""2024-04"": 0.94, ""2024-05"": 1.03, ""2024-06"": 2.02, ""2024-07"": 1.61, ""2024-08"": 1.43, ""2024-09"": 2.25, ""2024-10"": 1.56, ""2024-11"": 0.99, ""2024-12"": 0.78, ""2025-01"": 1.11, ""2025-02"": 1.33, ""2025-03"": 1.29, ""2025-04"": 1.19, ""2025-05"": 0.6, ""2021-10-raw"": 7.56, ""2018Q2"": 0.23, ""2018Q3"": 2.3, ""2018Q4"": 1.84, ""2019Q1"": 5.56, ""2019Q2"": 28.32, ""2019Q3"": 66.32, ""2019Q4"": 74.96, ""2020Q1"": 61.34, ""2020Q2"": 74.66, ""2020Q3"": 78.8, ""2020Q4"": 61.25, ""2021Q1"": 63.31, ""2021Q2"": 51.6, ""2021Q3"": 38.35, ""2021Q4"": 20.95, ""2022Q1"": 21.38, ""2022Q2"": 27.37, ""2022Q3"": 21.71, ""2022Q4"": 14.16, ""2023Q1"": 13.97, ""2023Q2"": 13.96, ""2023Q3"": 12.33, ""2023Q4"": 4.42, ""2024Q1"": 4.17, ""2024Q2"": 3.99, ""2024Q3"": 5.3, ""2024Q4"": 3.33, ""2025Q1"": 3.74, ""2025Q2"": 1.8}",2024-08-12T14:01:29Z,Application,15,Hold,14333,New,"computer-vision, deep-learning, drug-discovery, forecasting, large-language-models, mxnet, nlp, paddlepaddle, pytorch, recommender-systems, speech-recognition, speech-synthesis, tensorflow, tensorflow2, translation",https://github.com/NVIDIA/DeepLearningExamples
0,0,2023-04-02T14:55:59Z,"<a href=""https://github.com/yangjianxin1/Firefly"">yangjianxin1/Firefly</a>: Firefly: 大模型训练工具，支持训练Qwen2.5、Qwen2、Yi1.5、Phi-3、Llama3、Gemma、MiniCPM、Yi、Deepseek、Orion、Xverse、Mixtral-8x7B、Zephyr、Mistral、Baichuan2、Llma2、Llama、Qwen、Baichuan、ChatGLM2、InternLM、Ziya2、Vicuna、Bloom等大模型",582,[],FALSE,FALSE,,,No License,yangjianxin1/Firefly,807,0,0,0.45,"{""2023"": 85.02, ""2024"": 52.74, ""2025"": 1.63, ""2023-04"": 2.22, ""2023-05"": 1.25, ""2023-06"": 9.37, ""2023-07"": 14.66, ""2023-08"": 20.92, ""2023-09"": 15.89, ""2023-10"": 10.6, ""2023-11"": 6.19, ""2023-12"": 3.9, ""2024-01"": 4.49, ""2024-02"": 3.82, ""2024-03"": 5.49, ""2024-04"": 7.03, ""2024-05"": 7.35, ""2024-06"": 7.69, ""2024-07"": 6.26, ""2024-08"": 3.31, ""2024-09"": 1.97, ""2024-10"": 3.26, ""2024-11"": 1.19, ""2024-12"": 0.91, ""2025-01"": 0.64, ""2025-02"": 0.55, ""2025-04"": 0.2, ""2025-05"": 0.25, ""2023Q2"": 12.84, ""2023Q3"": 51.48, ""2023Q4"": 20.69, ""2024Q1"": 13.8, ""2024Q2"": 22.06, ""2024Q3"": 11.53, ""2024Q4"": 5.35, ""2025Q1"": 1.18, ""2025Q2"": 0.45}",2024-10-24T02:27:42Z,Application,16,Hold,6449,New,"alpaca, aquila, baichuan, chatglm, gemma, gpt, internlm, llama, llama2, llama3, llm, lora, minicpm, mistral, mixtral, peft, qlora, qwen, qwen2, zephyr",https://github.com/yangjianxin1/Firefly
0,0,2023-04-12T07:40:24Z,"<a href=""https://github.com/langgenius/dify"">langgenius/dify</a>: Production-ready platform for agentic workflow development.",15557,[],FALSE,FALSE,,,Other,langgenius/dify,797,0,0,1049.16,"{""2023"": 495.44, ""2024"": 3135.57, ""2025"": 2381, ""2023-05"": 30.07, ""2023-06"": 44.26, ""2023-07"": 54.52, ""2023-08"": 71.47, ""2023-09"": 66.2, ""2023-10"": 69.8, ""2023-11"": 78.26, ""2023-12"": 80.86, ""2024-01"": 103.21, ""2024-02"": 111.97, ""2024-03"": 135.86, ""2024-04"": 193.03, ""2024-05"": 227.11, ""2024-06"": 251.18, ""2024-07"": 298.05, ""2024-08"": 320.44, ""2024-09"": 345.89, ""2024-10"": 377.59, ""2024-11"": 387, ""2024-12"": 384.22, ""2025-01"": 355.18, ""2025-02"": 415.8, ""2025-03"": 560.84, ""2025-04"": 560.04, ""2025-05"": 489.12, ""2023Q2"": 74.33, ""2023Q3"": 192.19, ""2023Q4"": 228.92, ""2024Q1"": 351.04, ""2024Q2"": 671.33, ""2024Q3"": 964.39, ""2024Q4"": 1148.81, ""2025Q1"": 1331.83, ""2025Q2"": 1049.17}",2025-06-17T07:05:46Z,Tool,1,Adopt,103549,New,"agent, agentic-ai, agentic-framework, agentic-workflow, ai, automation, gemini, genai, gpt, gpt-4, llm, low-code, mcp, nextjs, no-code, openai, orchestration, python, rag, workflow",https://github.com/langgenius/dify
0,0,2016-10-25T19:38:30Z,"<a href=""https://github.com/ray-project/ray"">ray-project/ray</a>: Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.",6419,[],FALSE,FALSE,,,Apache License 2.0,ray-project/ray,3156,0,0,477.77,"{""2016"": 34.47, ""2017"": 319.5, ""2018"": 765.19, ""2019"": 1219.08, ""2020"": 2386.28, ""2021"": 2822.32, ""2022"": 3142.56, ""2023"": 3212.47, ""2024"": 2642.88, ""2025"": 1148.19, ""2016-10"": 2.36, ""2016-11"": 13.48, ""2016-12"": 18.64, ""2017-01"": 17.73, ""2017-02"": 19.99, ""2017-03"": 20.3, ""2017-04"": 22, ""2017-05"": 25.57, ""2017-06"": 23.76, ""2017-07"": 24.14, ""2017-08"": 29.21, ""2017-09"": 29.08, ""2017-10"": 33.55, ""2017-11"": 36.1, ""2017-12"": 38.08, ""2018-01"": 41.63, ""2018-02"": 43.82, ""2018-03"": 53.35, ""2018-04"": 56.76, ""2018-05"": 65.12, ""2018-06"": 66.48, ""2018-07"": 68.52, ""2018-08"": 73.39, ""2018-09"": 70.12, ""2018-10"": 67.68, ""2018-11"": 77.01, ""2018-12"": 81.32, ""2019-01"": 88.3, ""2019-02"": 93.17, ""2019-03"": 99.13, ""2019-04"": 97.66, ""2019-05"": 104.35, ""2019-06"": 88.62, ""2019-07"": 104.64, ""2019-08"": 104.94, ""2019-09"": 112.73, ""2019-10"": 97.81, ""2019-11"": 104.95, ""2019-12"": 122.78, ""2020-01"": 129.02, ""2020-02"": 141.19, ""2020-03"": 168.2, ""2020-04"": 183.1, ""2020-05"": 191.4, ""2020-06"": 202.74, ""2020-07"": 220.85, ""2020-08"": 228.47, ""2020-09"": 229.23, ""2020-10"": 234.27, ""2020-11"": 231.76, ""2020-12"": 226.05, ""2021-01"": 241.46, ""2021-02"": 235.91, ""2021-03"": 236.63, ""2021-04"": 223.97, ""2021-05"": 220.11, ""2021-06"": 209.42, ""2021-07"": 236.13, ""2021-08"": 259.76, ""2021-09"": 259.44, ""2021-10"": 247, ""2021-11"": 234.75, ""2021-12"": 236.72, ""2022-01"": 241.2, ""2022-02"": 235.92, ""2022-03"": 248.99, ""2022-04"": 255.19, ""2022-05"": 263.97, ""2022-06"": 272.11, ""2022-07"": 280.8, ""2022-08"": 284.73, ""2022-09"": 264.32, ""2022-10"": 265.72, ""2022-11"": 270.67, ""2022-12"": 258.93, ""2023-01"": 263.96, ""2023-02"": 261.47, ""2023-03"": 266.2, ""2023-04"": 269.78, ""2023-05"": 269.56, ""2023-06"": 274.12, ""2023-07"": 272.34, ""2023-08"": 272.51, ""2023-09"": 278.05, ""2023-10"": 274.53, ""2023-11"": 263.81, ""2023-12"": 246.14, ""2024-01"": 233.63, ""2024-02"": 226.46, ""2024-03"": 220.57, ""2024-04"": 226.91, ""2024-05"": 223.79, ""2024-06"": 225.88, ""2024-07"": 220.88, ""2024-08"": 218.13, ""2024-09"": 207.53, ""2024-10"": 212.55, ""2024-11"": 216.35, ""2024-12"": 210.22, ""2025-01"": 211.58, ""2025-02"": 223.22, ""2025-03"": 235.63, ""2025-04"": 236.48, ""2025-05"": 241.29, ""2021-10-raw"": 228.02, ""2016Q4"": 34.47, ""2017Q1"": 58.02, ""2017Q2"": 71.32, ""2017Q3"": 82.43, ""2017Q4"": 107.73, ""2018Q1"": 138.81, ""2018Q2"": 188.35, ""2018Q3"": 212.02, ""2018Q4"": 226.01, ""2019Q1"": 280.6, ""2019Q2"": 290.63, ""2019Q3"": 322.32, ""2019Q4"": 325.54, ""2020Q1"": 438.41, ""2020Q2"": 577.24, ""2020Q3"": 678.55, ""2020Q4"": 692.08, ""2021Q1"": 714, ""2021Q2"": 653.5, ""2021Q3"": 755.33, ""2021Q4"": 699.49, ""2022Q1"": 726.11, ""2022Q2"": 791.27, ""2022Q3"": 829.85, ""2022Q4"": 795.32, ""2023Q1"": 791.63, ""2023Q2"": 813.46, ""2023Q3"": 822.9, ""2023Q4"": 784.47, ""2024Q1"": 680.66, ""2024Q2"": 676.57, ""2024Q3"": 646.54, ""2024Q4"": 639.11, ""2025Q1"": 670.43, ""2025Q2"": 477.77}",2025-06-17T04:58:05Z,Tool,2,Adopt,37551,New,"data-science, deep-learning, deployment, distributed, hyperparameter-optimization, hyperparameter-search, large-language-models, llm, llm-inference, llm-serving, machine-learning, optimization, parallel, python, pytorch, ray, reinforcement-learning, rllib, serving, tensorflow",https://github.com/ray-project/ray
0,0,2024-10-31T06:11:15Z,"<a href=""https://github.com/volcengine/verl"">volcengine/verl</a>: verl: Volcano Engine Reinforcement Learning for LLMs",1398,[],FALSE,FALSE,,,Apache License 2.0,volcengine/verl,229,0,0,335.14,"{""2024"": 14.35, ""2025"": 528.88, ""2024-10"": 0.49, ""2024-11"": 5.38, ""2024-12"": 8.48, ""2025-01"": 21.2, ""2025-02"": 60.23, ""2025-03"": 112.3, ""2025-04"": 159.13, ""2025-05"": 176.01, ""2024Q4"": 14.35, ""2025Q1"": 193.74, ""2025Q2"": 335.15}",2025-06-17T03:29:35Z,Tool,3,Trial,9553,New,No Topics,https://github.com/volcengine/verl
0,0,2018-06-05T16:05:58Z,"<a href=""https://github.com/mlflow/mlflow"">mlflow/mlflow</a>: Open source platform for the machine learning lifecycle",4608,[],FALSE,FALSE,,,Apache License 2.0,mlflow/mlflow,2568,0,0,208.65,"{""2018"": 279.45, ""2019"": 711.51, ""2020"": 815.63, ""2021"": 685.41, ""2022"": 877.08, ""2023"": 1147.12, ""2024"": 1204.37, ""2025"": 484.81, ""2018-06"": 23.66, ""2018-07"": 34.49, ""2018-08"": 40.79, ""2018-09"": 51.31, ""2018-10"": 46.17, ""2018-11"": 42.94, ""2018-12"": 40.08, ""2019-01"": 39.98, ""2019-02"": 42.32, ""2019-03"": 47.31, ""2019-04"": 49.12, ""2019-05"": 63.11, ""2019-06"": 71.82, ""2019-07"": 75.3, ""2019-08"": 76.08, ""2019-09"": 68.07, ""2019-10"": 61.92, ""2019-11"": 59.07, ""2019-12"": 57.4, ""2020-01"": 54.59, ""2020-02"": 57.06, ""2020-03"": 68.36, ""2020-04"": 68.67, ""2020-05"": 68.44, ""2020-06"": 66.48, ""2020-07"": 84.02, ""2020-08"": 78.54, ""2020-09"": 75.43, ""2020-10"": 64.98, ""2020-11"": 61.24, ""2020-12"": 67.83, ""2021-01"": 69.59, ""2021-02"": 70.7, ""2021-03"": 61.52, ""2021-04"": 51.36, ""2021-05"": 54.07, ""2021-06"": 58.27, ""2021-07"": 54.83, ""2021-08"": 51.16, ""2021-09"": 58.36, ""2021-10"": 55, ""2021-11"": 51.61, ""2021-12"": 59.28, ""2022-01"": 54.71, ""2022-02"": 60.44, ""2022-03"": 64.14, ""2022-04"": 78.47, ""2022-05"": 76.54, ""2022-06"": 63.77, ""2022-07"": 64.39, ""2022-08"": 80.5, ""2022-09"": 86.95, ""2022-10"": 87.23, ""2022-11"": 76.68, ""2022-12"": 83.26, ""2023-01"": 77.37, ""2023-02"": 77.01, ""2023-03"": 91.97, ""2023-04"": 90.55, ""2023-05"": 92.64, ""2023-06"": 95.23, ""2023-07"": 86.84, ""2023-08"": 99.1, ""2023-09"": 100.21, ""2023-10"": 113.8, ""2023-11"": 111.25, ""2023-12"": 111.15, ""2024-01"": 101.34, ""2024-02"": 112.18, ""2024-03"": 105.78, ""2024-04"": 106.74, ""2024-05"": 112.79, ""2024-06"": 105.92, ""2024-07"": 106.16, ""2024-08"": 104.24, ""2024-09"": 83.12, ""2024-10"": 86.11, ""2024-11"": 91.73, ""2024-12"": 88.26, ""2025-01"": 89.54, ""2025-02"": 92.7, ""2025-03"": 93.93, ""2025-04"": 104.92, ""2025-05"": 103.73, ""2021-10-raw"": 44.66, ""2018Q2"": 23.66, ""2018Q3"": 126.59, ""2018Q4"": 129.19, ""2019Q1"": 129.61, ""2019Q2"": 184.06, ""2019Q3"": 219.45, ""2019Q4"": 178.39, ""2020Q1"": 180.01, ""2020Q2"": 203.59, ""2020Q3"": 237.99, ""2020Q4"": 194.05, ""2021Q1"": 201.81, ""2021Q2"": 163.7, ""2021Q3"": 164.35, ""2021Q4"": 155.55, ""2022Q1"": 179.29, ""2022Q2"": 218.78, ""2022Q3"": 231.84, ""2022Q4"": 247.17, ""2023Q1"": 246.34, ""2023Q2"": 278.42, ""2023Q3"": 286.16, ""2023Q4"": 336.2, ""2024Q1"": 319.3, ""2024Q2"": 325.45, ""2024Q3"": 293.52, ""2024Q4"": 266.1, ""2025Q1"": 276.17, ""2025Q2"": 208.64}",2025-06-17T06:28:49Z,Tool,4,Trial,20897,New,"ai, apache-spark, machine-learning, ml, mlflow, model-management",https://github.com/mlflow/mlflow
0,0,2025-03-03T18:40:07Z,"<a href=""https://github.com/ai-dynamo/dynamo"">ai-dynamo/dynamo</a>: A Datacenter Scale Distributed Inference Serving Framework",425,[],FALSE,FALSE,,,Apache License 2.0,ai-dynamo/dynamo,105,0,0,197.96,"{""2025"": 236.59, ""2025-03"": 38.63, ""2025-04"": 87.83, ""2025-05"": 110.13, ""2025Q1"": 38.63, ""2025Q2"": 197.96}",2025-06-17T06:59:11Z,Tool,5,Trial,4282,New,No Topics,https://github.com/ai-dynamo/dynamo
0,0,2023-06-15T12:38:06Z,"<a href=""https://github.com/InternLM/lmdeploy"">InternLM/lmdeploy</a>: LMDeploy is a toolkit for compressing, deploying, and serving LLMs.",557,[],FALSE,FALSE,,,Apache License 2.0,InternLM/lmdeploy,733,0,0,120.1,"{""2023"": 306.09, ""2024"": 952.47, ""2025"": 321.24, ""2023-07"": 26.08, ""2023-08"": 42.65, ""2023-09"": 56.61, ""2023-10"": 61.26, ""2023-11"": 60.15, ""2023-12"": 59.35, ""2024-01"": 54.24, ""2024-02"": 59.35, ""2024-03"": 58.56, ""2024-04"": 73.83, ""2024-05"": 81.11, ""2024-06"": 92.26, ""2024-07"": 112.73, ""2024-08"": 107.21, ""2024-09"": 86.9, ""2024-10"": 81.54, ""2024-11"": 73.79, ""2024-12"": 70.96, ""2025-01"": 69.75, ""2025-02"": 63.53, ""2025-03"": 67.87, ""2025-04"": 64.51, ""2025-05"": 55.59, ""2023Q3"": 125.34, ""2023Q4"": 180.75, ""2024Q1"": 172.15, ""2024Q2"": 247.19, ""2024Q3"": 306.84, ""2024Q4"": 226.29, ""2025Q1"": 201.15, ""2025Q2"": 120.09}",2025-06-17T06:48:20Z,Framework,6,Trial,6529,New,"codellama, cuda-kernels, deepspeed, fastertransformer, internlm, llama, llama2, llama3, llm, llm-inference, turbomind",https://github.com/InternLM/lmdeploy
0,0,2024-05-11T03:41:58Z,"<a href=""https://github.com/gpustack/gpustack"">gpustack/gpustack</a>: Simple, scalable AI model deployment on GPU clusters",300,[],FALSE,FALSE,,,Apache License 2.0,gpustack/gpustack,402,0,0,113.79,"{""2024"": 95.06, ""2025"": 258.76, ""2024-07"": 3.96, ""2024-08"": 11.48, ""2024-09"": 12.79, ""2024-10"": 19.74, ""2024-11"": 19.64, ""2024-12"": 27.44, ""2025-01"": 34.75, ""2025-02"": 54.11, ""2025-03"": 56.11, ""2025-04"": 58.91, ""2025-05"": 54.88, ""2024Q3"": 28.24, ""2024Q4"": 66.82, ""2025Q1"": 144.97, ""2025Q2"": 113.79}",2025-06-16T07:15:33Z,Tool,7,Assess,2930,New,"ascend, cuda, deepseek, distributed-inference, genai, heterogeneous-cluster, inference, llama, llamacpp, llm, llm-inference, llm-serving, local-ai, maas, metal, mindie, openai, qwen, rocm, vllm",https://github.com/gpustack/gpustack
0,0,2023-12-07T06:10:49Z,"<a href=""https://github.com/modelscope/evalscope"">modelscope/evalscope</a>: A streamlined and customizable framework for efficient large model evaluation and performance benchmarking",127,[],FALSE,FALSE,,,Apache License 2.0,modelscope/evalscope,558,0,0,61.25,"{""2023"": 2.34, ""2024"": 119.59, ""2025"": 118.76, ""2023-12"": 2.34, ""2024-01"": 4.38, ""2024-02"": 3.02, ""2024-03"": 5.07, ""2024-04"": 7.82, ""2024-05"": 6.12, ""2024-06"": 7.34, ""2024-07"": 10.02, ""2024-08"": 13.1, ""2024-09"": 13.69, ""2024-10"": 12.53, ""2024-11"": 18.56, ""2024-12"": 17.95, ""2025-01"": 15.61, ""2025-02"": 17.88, ""2025-03"": 24.01, ""2025-04"": 29.89, ""2025-05"": 31.36, ""2023Q4"": 2.34, ""2024Q1"": 12.47, ""2024Q2"": 21.28, ""2024Q3"": 36.82, ""2024Q4"": 49.03, ""2025Q1"": 57.51, ""2025Q2"": 61.25}",2025-06-16T09:05:29Z,Tool,8,Assess,1165,New,"evaluation, llm, performance, rag, vlm",https://github.com/modelscope/evalscope
0,0,2022-12-21T04:17:37Z,"<a href=""https://github.com/oobabooga/text-generation-webui"">oobabooga/text-generation-webui</a>: LLM UI with advanced features, easy setup, and multiple backend support.",5668,[],FALSE,FALSE,,,GNU Affero General Public License v3.0,oobabooga/text-generation-webui,909,0,0,55.4,"{""2022"": 0.12, ""2023"": 1771.74, ""2024"": 759.23, ""2025"": 137.71, ""2022-12"": 0.12, ""2023-01"": 8.53, ""2023-02"": 21.71, ""2023-03"": 123.01, ""2023-04"": 228.93, ""2023-05"": 247.13, ""2023-06"": 209.3, ""2023-07"": 178.79, ""2023-08"": 161.92, ""2023-09"": 154.02, ""2023-10"": 150.84, ""2023-11"": 147.18, ""2023-12"": 140.39, ""2024-01"": 132.96, ""2024-02"": 106.61, ""2024-03"": 95.23, ""2024-04"": 89.08, ""2024-05"": 63.47, ""2024-06"": 53.46, ""2024-07"": 51.92, ""2024-08"": 43.95, ""2024-09"": 37.97, ""2024-10"": 35.2, ""2024-11"": 26.52, ""2024-12"": 22.86, ""2025-01"": 31.83, ""2025-02"": 27.91, ""2025-03"": 22.57, ""2025-04"": 24.7, ""2025-05"": 30.7, ""2022Q4"": 0.12, ""2023Q1"": 153.24, ""2023Q2"": 685.36, ""2023Q3"": 494.73, ""2023Q4"": 438.41, ""2024Q1"": 334.8, ""2024Q2"": 206.01, ""2024Q3"": 133.84, ""2024Q4"": 84.58, ""2025Q1"": 82.31, ""2025Q2"": 55.4}",2025-06-17T04:22:14Z,Tool,9,Assess,43958,New,No Topics,https://github.com/oobabooga/text-generation-webui
